Test Company,Ideal Company,Non-Ideal Company,Difference
ation l,0.0,0.0,0.0
AEPenergy.com,0.17807065977117004,0.1382564152027353,0.03981424456843474
aeris.com,0.2720663792311973,0.15753512746416826,0.11453125176702905
aeroflex.com,0.2312126617498446,0.18428741356092432,0.04692524818892027
aeropostale.com,0.060073539247224146,0.438228066274104,-0.37815452702687985
aerospace.honeywell.com,0.26349040629800785,0.10207119588219343,0.16141921041581442
aerospace.org,0.1053365529128831,0.13503891689010705,-0.02970236397722395
enginee,0.0,0.0,0.0
aerotek.com,0.28020303949397135,0.21707241808598476,0.06313062140798659
inavero,0.0,0.0,0.0
affymetrix.com,0.17573846587509756,0.09930279904610441,0.07643566682899315
afl.com.au,0.14467909414684305,0.19247357557594433,-0.04779448142910128
ures sl,0.0,0.0,0.0
aflac.com,0.22979262564510466,0.2677670841483445,-0.03797445850323983
cluding,0.0,0.0,0.0
aflvic.com.au,0.0764105230079997,0.07225339579678516,0.004157127211214542
afp.gov.au,0.12237333512161518,0.17364290062848475,-0.05126956550686958
ts form,0.0,0.0,0.0
aftonchemical.com,0.12487353378975198,0.10506935944539374,0.019804174344358244
agbarr.co.uk,0.2540293744858104,0.27222858742521994,-0.018199212939409515
AGCOcorp.com,0.20129715975646498,0.2079608243676871,-0.006663664611222114
nt bett,0.0,0.0,0.0
ageas.co.uk,0.21557173725269985,0.2326159998766916,-0.01704426262399175
ageuk.org.uk,0.20326963463984887,0.17965898738952646,0.023610647250322414
hamshir,0.0,0.0,0.0
aggreko.com,0.21884724112384515,0.19891360548404563,0.019933635639799524
iti stu,0.0,0.0,0.0
agilent.com,0.2947098613821568,0.24743285042279795,0.04727701095935888
lent re,0.0,0.0,0.0
agility.com,0.26464684101516905,0.14874783365534608,0.11589900735982298
agilysys.com,0.24342570718531226,0.17817934780484543,0.06524635938046683
agl.com.au,0.2568739114954522,0.09856630460541116,0.15830760689004103
aglresources.com,0.18795720243646702,0.10265174388496413,0.08530545855150289
d rated,0.0,0.0,0.0
agric.wa.gov.au,0.17330912864449205,0.18546292612358725,-0.012153797479095202
agustawestland.com,0.02826520997879157,0.0,0.02826520997879157
ahgir.com.au,0.06925987384831224,0.10525286044961327,-0.03599298660130103
aia.com,0.19947313719519208,0.22635757131695614,-0.026884434121764056
rships ,0.0,0.0,0.0
aia.com.au,0.23737036871498296,0.19058575949700485,0.04678460921797811
limited,0.0,0.0,0.0
aibms.com,0.292398423043606,0.25419398132106424,0.03820444172254178
aiesec.org,0.0,0.0,0.0
aig.com,0.23844871970666018,0.1983409837260022,0.04010773598065798
 twitte,0.0,0.0,0.0
air.org,0.11802079101174176,0.1077788980297108,0.010241892982030959
airbnb.com,0.0732557124664802,0.1112638373557181,-0.038008124889237896
airforce.com,0.012614423237561036,0.03959559980810683,-0.02698117657054579
airgas.com,0.1440483832614087,0.3151535493964426,-0.17110516613503388
airliquide.com,0.25512527675757707,0.25215358975518926,0.002971687002387813
pbuildi,0.0,0.0,0.0
airnewzealand.com,0.15578363379403273,0.24595573180317215,-0.09017209800913942
airproducts.com,0.2791416257920961,0.22062260733974298,0.05851901845235313
ogy par,0.0,0.0,0.0
airservicesaustralia.com,0.21736690659490493,0.20848495403590106,0.00888195255900387
avigati,0.0,0.0,0.0
aitworldwide.com,0.26250660597750725,0.1737348853297875,0.08877172064771974
ajg.com,0.20004734737134075,0.22161310665925305,-0.021565759287912295
rnative,0.0,0.0,0.0
ajilon.com,0.14192914776261875,0.30576872683458695,-0.1638395790719682
akersolutions.com,0.2712428184645455,0.1247923200877899,0.1464504983767556
akingump.com,0.19209041846077157,0.12063579034748692,0.07145462811328465
on poli,0.0,0.0,0.0
akw-ltd.co.uk,0.18577198421852406,0.3551227111965116,-0.16935072697798756
anding ,0.0,0.0,0.0
akzonobel.com,0.23013968537813648,0.2361682983157966,-0.006028612937660133
renzo s,0.0,0.0,0.0
alabamapower.com,0.23748153496148466,0.20399975351715743,0.03348178144432723
n repor,0.0,0.0,0.0
alarm.com,0.20522916244280065,0.22313211194492794,-0.017902949502127286
alaskaair.jobs,0.1320097341154708,0.12646679099801952,0.0055429431174512656
albertsons.com,0.1401173218767525,0.3534756307743136,-0.2133583088975611
tory on,0.0,0.0,0.0
alcon.com,0.19901408742467117,0.16288207501730442,0.03613201240736674
aldermore.co.uk,0.29420536119820906,0.12164038059908147,0.1725649805991276
mers to,0.0,0.0,0.0
alexandermannsolutions.com,0.23848427890956322,0.21020284486398402,0.0282814340455792
alexion.com,0.21811637492078742,0.13110985082019316,0.08700652410059426
amp joh,0.0,0.0,0.0
alfalaval.com,0.23632562671879906,0.15321087358276475,0.08311475313603431
 system,0.0,0.0,0.0
alfresco.com,0.2776242922889683,0.1476744860710286,0.1299498062179397
aligntech.com,0.20832449968907993,0.10781171773623109,0.10051278195284884
alintaenergy.com.au,0.18268813586682167,0.11769342960416233,0.06499470626265934
log acc,0.0,0.0,0.0
alionscience.com,0.1506831057206259,0.1712855659732562,-0.020602460252630295
alkermes.com,0.18851103945074704,0.16222235129912463,0.026288688151622414
g vivit,0.0,0.0,0.0
allegion.com,0.24445310442037466,0.19888917010051574,0.04556393431985892
allegisgroup.com,0.2254081585233942,0.17747863168744676,0.04792952683594742
rch ser,0.0,0.0,0.0
allens.com.au,0.27606631993954606,0.20727442215714098,0.06879189778240508
provide,0.0,0.0,0.0
alliancehealthcareservices-us.com,0.22943985619919255,0.14731447137357218,0.08212538482562037
y polic,0.0,0.0,0.0
alliant.com,0.16418801740798372,0.14544381125127923,0.018744206156704496
alliantenergy.com,0.15293290932973208,0.09373990533400849,0.059193003995723595
ness en,0.0,0.0,0.0
allianz.co.uk,0.2388403926794244,0.20220157534447536,0.03663881733494903
car ins,0.0,0.0,0.0
allianz.com.au,0.11725547495470649,0.11368264308986027,0.003572831864846221
over op,0.0,0.0,0.0
allianzgi.com,0.13489929351052327,0.23174287592457868,-0.09684358241405541
allianzlife.com,0.08311428044779315,0.11356890545948935,-0.0304546250116962
allscripts.com,0.2444991789898358,0.1770644466422607,0.0674347323475751
th reg ,0.0,0.0,0.0
allsteeloffice.com,0.08932776235801507,0.3236284855568794,-0.23430072319886433
almacgroup.com,0.1437140315203855,0.12132541270283959,0.02238861881754592
alabili,0.0,0.0,0.0
alphagraphics.com,0.13976760625668216,0.1582207242394095,-0.018453117982727335
alstom.com,0.23005184256410813,0.08408745189165816,0.14596439067244998
ics car,0.0,0.0,0.0
altera.com,0.1886856385425349,0.26244257274508787,-0.07375693420255297
center ,0.0,0.0,0.0
altium.com,0.14055944641482412,0.2546015133958093,-0.11404206698098515
ise sur,0.0,0.0,0.0
alvarezandmarsal.com,0.2828824689810343,0.16184690714839353,0.12103556183264078
ama-assn.org,0.0924574495813624,0.1979710749459224,-0.10551362536456
ering c,0.0,0.0,0.0
amazon.com,0.18658012795368376,0.33477538436703,-0.14819525641334627
amctheatres.com,0.11341748824148608,0.2216272928910211,-0.10820980464953502
amd.com,0.09011152287934364,0.11150141849185546,-0.021389895612511825
entes r,0.0,0.0,0.0
amdocs.com,0.18705093579262927,0.1524214896326189,0.034629446160010374
amecfw.com,0.32839507924628963,0.16338617258189475,0.16500890666439488
treetbr,0.0,0.0,0.0
amedisys.com,0.15009604861959067,0.17031717441319064,-0.02022112579359997
ameren.com,0.18627452170939482,0.14788226655428222,0.0383922551551126
ameresco.com,0.12931992772154305,0.058230950829185654,0.0710889768923574
american.edu,0.13889708721942085,0.17310952258009032,-0.03421243536066948
americanbar.org,0.1898628059085606,0.2555986340560325,-0.06573582814747189
americancampus.com,0.24531743636882733,0.26542251206817497,-0.020105075699347635
p portf,0.0,0.0,0.0
american-equity.com,0.140794656926572,0.16452380148162113,-0.023729144555049125
americanexpress.com,0.21073690775915427,0.2872711541487396,-0.07653424638958534
x mobil,0.0,0.0,0.0
americangirl.com,0.09890570438401523,0.3176909507624621,-0.21878524637844687
americangreetings.com,0.1246441888944061,0.2334865281517031,-0.108842339257297
 bows t,0.0,0.0,0.0
ameriprise.com,0.14258031127767395,0.17476059925526632,-0.03218028797759237
amerisourcebergen.com,0.24454984255847806,0.17385632392996136,0.0706935186285167
ameristar.com,0.08092636943544901,0.0,0.08092636943544901
amerisure.com,0.239460836773776,0.22873972992754096,0.010721106846235035
ametek.com,0.29746032182126564,0.1572974102565982,0.14016291156466743
amexglobalbusinesstravel.com,0.368084796630692,0.2108383936293808,0.15724640300131118
 countr,0.0,0.0,0.0
amext.com,0.15970443228112055,0.24849110775125988,-0.08878667547013933
amey.co.uk,0.2037940911516588,0.11737650694923665,0.08641758420242215
 search,0.0,0.0,0.0
amfam.com,0.16811592766935798,0.24292424352853897,-0.07480831585918099
ision v,0.0,0.0,0.0
amgen.com,0.24560944517909647,0.23336728130789552,0.012242163871200945
mccombs,0.0,0.0,0.0
amli.com,0.09695293493178034,0.2105410667013955,-0.11358813176961516
amnesty.org,0.09660796573430383,0.2034386737681018,-0.10683070803379796
s de su,0.0,0.0,0.0
amnh.org,0.10405730200893303,0.2712335075415387,-0.16717620553260565
amnhealthcare.com,0.1417161963365019,0.2074281278216184,-0.0657119314851165
ampcapital.com,0.16509281060022188,0.159253561884482,0.005839248715739875
ick apr,0.0,0.0,0.0
amtrak.com,0.1020111658488015,0.29963310498662094,-0.19762193913781945
manitob,0.0,0.0,0.0
amwater.com,0.22841585958601257,0.1977430071915909,0.030672852394421662
ly dive,0.0,0.0,0.0
Amway.com,0.262249460584182,0.3092097389578514,-0.046960278373669395
anadarko.com,0.13973985018065618,0.11195387602127124,0.02778597415938494
analog.com,0.0766393868029646,0.125564534270666,-0.048925147467701394
ork con,0.0,0.0,0.0
ancestry.com,0.10706837720505695,0.30607428752274657,-0.1990059103176896
anchor.org.uk,0.11630510694381005,0.30829709960704366,-0.1919919926632336
andersencorporation.com,0.28335643553308465,0.20091870051085772,0.08243773502222693
andrewpage.com,0.15773979507256794,0.29632930549633835,-0.1385895104237704
anglia.ac.uk,0.21039726292322575,0.18318899772000463,0.027208265203221116
p educa,0.0,0.0,0.0
anglianhome.co.uk,0.15588079980005018,0.28395906783180636,-0.12807826803175618
sulatio,0.0,0.0,0.0
anglianwater.co.uk,0.23709205537259784,0.14903642887312551,0.08805562649947232
ed silv,0.0,0.0,0.0
angus.gov.uk,0.13927877116640677,0.22636317348955173,-0.08708440232314496
anixter.com,0.2651679380042095,0.18091005224466714,0.08425788575954238
mail ca,0.0,0.0,0.0
annalect.com,0.11469629374874163,0.1620782096637141,-0.04738191591497248
annsummers.com,0.07128850300526704,0.3107940815669462,-0.23950557856167917
anpost.ie,0.22297568056944161,0.3042078664246951,-0.08123218585525349
post of,0.0,0.0,0.0
anritsu.com,0.16152039369748322,0.16536789802689575,-0.0038475043294125266
vision ,0.0,0.0,0.0
ansto.gov.au,0.22468136627087515,0.11332938175040244,0.11135198452047271
ansys.com,0.24122500305193634,0.18674173806936184,0.0544832649825745
er welt,0.0,0.0,0.0
antheminc.com,0.1821564448551005,0.09500212303999357,0.08715432181510692
anu.edu.au,0.17567411430480187,0.16803008656012997,0.007644027744671905
iceslib,0.0,0.0,0.0
AnytimeFitness.com,0.09671742607644226,0.2611738413862662,-0.16445641530982394
aon.com,0.2058045436522127,0.18985964965749963,0.015944893994713077
a-p.com,0.06764534622717314,0.0992836346296607,-0.03163828840248756
ap.org,0.26185749563333116,0.22162289357987522,0.04023460205345594
tigator,0.0,0.0,0.0
apa.com.au,0.165378419568807,0.1338802705015239,0.0314981490672831
enance ,0.0,0.0,0.0
apachecorp.com,0.0861038568384579,0.14693239454816384,-0.060828537709705935
apc.com,0.2919439913669519,0.17405293358125146,0.11789105778570047
apetito.co.uk,0.16115959538017585,0.2158184626170938,-0.05465886723691796
est lev,0.0,0.0,0.0
api.net.au,0.10765078536976663,0.12701936016398996,-0.019368574794223326
apigee.com,0.24236226260493743,0.2549035194974949,-0.012541256892557473
e chang,0.0,0.0,0.0
aplant.com,0.17162281887861902,0.1853538381178887,-0.01373101923926967
appannie.com,0.0617481870717898,0.16047694616137842,-0.09872875908958861
appdynamics.com,0.2487197063705919,0.21198537356011019,0.03673433281048172
AppFolio.com,0.18830496706262204,0.29189222696755773,-0.1035872599049357
appian.com,0.0,0.0,0.0
appirio.com,0.2044468175476619,0.14703141746006437,0.05741540008759752
apple.com,0.07758101457897046,0.27296668710548594,-0.19538567252651548
d chang,0.0,0.0,0.0
appliedmaterials.com,0.2832364564413175,0.14270197527940096,0.14053448116191655
ws even,0.0,0.0,0.0
appliedmedical.com,0.15452575068687552,0.09316504303988411,0.061360707646991405
appliedsystems.com,0.24073205811728635,0.18009950142730888,0.06063255668997747
t custo,0.0,0.0,0.0
apptio.com,0.3012585778168035,0.21731799786756467,0.08394057994923881
flare c,0.0,0.0,0.0
aps.com,0.15568069980745267,0.15134003195997844,0.004340667847474222
s payme,0.0,0.0,0.0
aptean.com,0.23705485136173404,0.2077495765242245,0.029305274837509554
apttus.com,0.25136289946477935,0.153921839064741,0.09744106040003836
aptuit.com,0.14555362566272628,0.23785031304512605,-0.09229668738239977
apus.edu,0.16203984582854913,0.21235885802896842,-0.05031901220041929
ublic a,0.0,0.0,0.0
aquent.com,0.26327519736925536,0.29535006365273486,-0.0320748662834795
arcadiagroup.co.uk,0.0852767200849634,0.18774032739208885,-0.10246360730712545
arcadis.com,0.22387940085670463,0.1799510298861369,0.04392837097056773
archant.co.uk,0.19875047084552824,0.24172280976841995,-0.042972338922891706
architecture.com,0.1779786628071983,0.22143888573993128,-0.043460222932732995
riba in,0.0,0.0,0.0
aresmgmt.com,0.15655013473112467,0.17379198303843874,-0.017241848307314067
uxembou,0.0,0.0,0.0
argos.co.uk,0.1835450014526434,0.31997728444906487,-0.13643228299642146
ariba.com,0.1269646706824804,0.2169852762164,-0.0900206055339196
arding ,0.0,0.0,0.0
ariensco.com,0.10812264855205116,0.17003523073928817,-0.06191258218723701
arifleet.com,0.24906124402241006,0.2155512939716203,0.03350995005078977
count n,0.0,0.0,0.0
arizona.edu,0.1499240586992329,0.16391325185355682,-0.013989193154323926
 left s,0.0,0.0,0.0
arkadin.com,0.2707885883921142,0.20819358042346264,0.06259500796865158
sed exc,0.0,0.0,0.0
arm.com,0.24496633439767268,0.27340053135647163,-0.028434196958798952
layer s,0.0,0.0,0.0
armstrong.com,0.08680658224981197,0.0938498413228589,-0.007043259073046926
army.mil,0.1871755777748453,0.32884159147571146,-0.14166601370086615
army.mod.uk,0.11545360237107499,0.2209730975133588,-0.10551949514228381
arnoldclark.com,0.05405564777593678,0.07442861866499684,-0.02037297088906006
arqiva.com,0.3115159545850583,0.2672412218683259,0.044274732716732434
s proce,0.0,0.0,0.0
arrow.com,0.23741570586904182,0.24021160608441197,-0.002795900215370156
arrowecs.co.uk,0.2972377740308778,0.12403981360960839,0.17319796042126942
arsenal.com,0.09927018864518082,0.23978576247754307,-0.14051557383236224
enal so,0.0,0.0,0.0
Arthrex.com,0.16943624336672636,0.13747525070303726,0.0319609926636891
arts.ac.uk,0.1854610746493831,0.15452370494634812,0.030937369703034984
arts.qld.gov.au,0.1806292679347801,0.14318706507991993,0.03744220285486016
arubanetworks.com,0.32525205950799285,0.24427494598459,0.08097711352340287
etworks,0.0,0.0,0.0
arup.com,0.16629114180427215,0.14932951065919847,0.01696163114507368
aruplab.com,0.14250354930399886,0.19069887490130416,-0.0481953255973053
 site v,0.0,0.0,0.0
arvest.com,0.17328469063942276,0.4040558032118279,-0.23077111257240512
urces y,0.0,0.0,0.0
asa.org,0.13924316475679302,0.19091498047539673,-0.051671815718603714
asc.com.au,0.17131751281166546,0.12869532639816866,0.0426221864134968
ascentric.co.uk,0.14882594520795545,0.2623624225998064,-0.11353647739185097
asggroup.com.au,0.20502876745433962,0.14404094917959764,0.06098781827474198
ashford.gov.uk,0.16143742671303904,0.0647493092539957,0.09668811745904334
ashleyfurniture.com,0.13859276909494228,0.20176126767705996,-0.06316849858211768
ashurst.com,0.2552031405504848,0.3149474581846678,-0.059744317634182975
asos.com,0.18001720902428545,0.2780663909614731,-0.09804918193718767
re best,0.0,0.0,0.0
aspentech.com,0.1998581060294254,0.177024040463734,0.022834065565691397
asrcfederal.com,0.2788324370332383,0.13460592619249856,0.14422651084073973
leader ,0.0,0.0,0.0
assurant.com,0.19190324791637578,0.22155727970904765,-0.02965403179267187
astellas.us,0.26939995052540133,0.22762281048049318,0.04177714004490815
philoso,0.0,0.0,0.0
aston.ac.uk,0.2295367264454824,0.15112303983285733,0.07841368661262507
astonmartin.com,0.07212356707312965,0.28899419264412574,-0.21687062557099607
t core ,0.0,0.0,0.0
astrazeneca.com,0.23296562843771837,0.31590908172967863,-0.08294345329196026
asu.edu,0.1747249099415022,0.2134977701560843,-0.038772860214582094
hlete d,0.0,0.0,0.0
asurion.com,0.3452849378559404,0.28276392787806776,0.06252100997787263
rofit s,0.0,0.0,0.0
asx.com.au,0.18988668913619647,0.2166492125033021,-0.026762523367105634
 securi,0.0,0.0,0.0
at.govt.nz,0.1835322817109411,0.22232037230796273,-0.038788090597021624
hop ret,0.0,0.0,0.0
atd-us.com,0.16506825636634864,0.19887431501845954,-0.03380605865211089
atgtickets.com,0.15706594096332768,0.1384618628973575,0.01860407806597017
athenahealth.com,0.18153163226770452,0.19148756967073927,-0.009955937403034743
atipt.com,0.19707654336063593,0.2383985314961005,-0.04132198813546456
atkearney.com,0.1584898381842409,0.17829891505399073,-0.019809076869749837
atlanticrecords.com,0.03304364382843948,0.2012166003651984,-0.1681729565367589
atlascopco.com,0.1448987084542881,0.20644812998854584,-0.06154942153425774
atlassian.com,0.22609713997965536,0.2321818719241974,-0.006084731944542038
le focu,0.0,0.0,0.0
atmosenergy.com,0.1136548609391756,0.08488788145931639,0.028766979479859206
ato.gov.au,0.3252321694995221,0.2353276209523674,0.08990454854715471
 report,0.0,0.0,0.0
atos.net,0.3583824108210294,0.23584431464492922,0.12253809617610018
mbourg ,0.0,0.0,0.0
ats.avnet.com,0.03449110916855265,0.0,0.03449110916855265
atseuromaster.co.uk,0.19164529321601623,0.252083358849771,-0.060438065633754784
atsol.com,0.16071877445052557,0.13401003204896658,0.026708742401558988
att.com,0.10100526162932685,0.1843305883483148,-0.08332532671898796
att.eu,0.04786996133575146,0.1391558357596978,-0.09128587442394635
au.issworld.com,0.19929572794869466,0.10895005546091702,0.09034567248777764
ces sec,0.0,0.0,0.0
au.nec.com,0.24594148900590862,0.14790491626223276,0.09803657274367586
ava int,0.0,0.0,0.0
auburn.edu,0.16647751847875256,0.26145752865022015,-0.0949800101714676
auckland.ac.nz,0.2319448379090413,0.20418259580822495,0.027762242100816348
unity s,0.0,0.0,0.0
aucklandairport.co.nz,0.10662116938546568,0.3387301536624998,-0.23210898427703414
aucklandcity.govt.nz,0.1623027315536101,0.02517309944340066,0.13712963211020945
aucklandcouncil.govt.nz,0.16525807578241325,0.21991422125275087,-0.05465614547033762
 cemete,0.0,0.0,0.0
auction.com,0.08382598447219217,0.2251008059963295,-0.14127482152413734
audiusa.com,0.1254171820934605,0.3218276286173074,-0.1964104465238469
audubon.org,0.18478588725110678,0.32419636988952466,-0.13941048263841788
ummer s,0.0,0.0,0.0
aurecongroup.com,0.15533678384410335,0.15230481398539866,0.003031969858704686
on advi,0.0,0.0,0.0
aurizon.com.au,0.15608317590145968,0.13454501390866933,0.02153816199279035
aurorahealthcare.org,0.12641956314784766,0.15126916643081006,-0.0248496032829624
cal rec,0.0,0.0,0.0
ausco.com.au,0.14194389208272645,0.19693789944946227,-0.05499400736673582
ausenco.com,0.24647536112983465,0.13933026996398243,0.10714509116585222
ausgrid.com.au,0.1699308044255979,0.3180788592896771,-0.1481480548640792
sgrid r,0.0,0.0,0.0
ausport.gov.au,0.1416310354429341,0.19824918543601033,-0.05661814999307624
rack fi,0.0,0.0,0.0
auspost.com.au,0.14795320394193323,0.19296611985290058,-0.045012915910967344
rous am,0.0,0.0,0.0
austintexas.gov,0.2155785738128423,0.24353634604974447,-0.027957772236902184
austrade.gov.au,0.14560093601794344,0.08059534609685204,0.0650055899210914
australiacouncil.gov.au,0.09706976746304688,0.08467780579803509,0.012391961665011789
ubmissi,0.0,0.0,0.0
aut.ac.nz,0.185262201354721,0.1275429445610279,0.05771925679369308
auto-owners.com,0.12391216197515077,0.1170390945460278,0.00687306742912297
claims ,0.0,0.0,0.0
autosoftdms.com,0.11642565048989198,0.17265509942960636,-0.05622944893971438
autotask.com,0.28088649349547645,0.16489106064601647,0.11599543284945998
al sea ,0.0,0.0,0.0
autotrader.co.uk,0.11024541987978738,0.30825720136104584,-0.19801178148125848
avanade.com,0.28016800543068987,0.2094021619845176,0.07076584344617226
tner ye,0.0,0.0,0.0
